Year,Bundesland,Day-Month,Value,Date
2020,Niedersachsen,02.03.,276.0,02.03.2020
2020,Bremen,02.03.,29.0,02.03.2020
2020,Nordrhein-Westfalen,02.03.,647.0,02.03.2020
2020,Hessen,02.03.,195.0,02.03.2020
2020,Rheinland-Pfalz,02.03.,132.0,02.03.2020
2020,Baden-Württemberg,02.03.,344.0,02.03.2020
2020,Bayern,02.03.,416.0,02.03.2020
2020,Saarland,02.03.,47.0,02.03.2020
2020,Berlin,02.03.,113.0,02.03.2020
2020,Brandenburg,02.03.,92.0,02.03.2020
2020,Mecklenburg-Vorpommern,02.03.,64.0,02.03.2020
2020,Sachsen,02.03.,157.0,02.03.2020
2020,Sachsen-Anhalt,02.03.,87.0,02.03.2020
2020,Thüringen,02.03.,90.0,02.03.2020
2019,Schleswig-Holstein,02.03.,104.0,02.03.2019
2019,Hamburg,02.03.,38.0,02.03.2019
2019,Niedersachsen,02.03.,284.0,02.03.2019
2019,Bremen,02.03.,29.0,02.03.2019
2019,Nordrhein-Westfalen,02.03.,615.0,02.03.2019
2019,Hessen,02.03.,219.0,02.03.2019
2019,Rheinland-Pfalz,02.03.,156.0,02.03.2019
2019,Baden-Württemberg,02.03.,391.0,02.03.2019
2019,Bayern,02.03.,467.0,02.03.2019
2019,Saarland,02.03.,38.0,02.03.2019
2019,Berlin,02.03.,116.0,02.03.2019
2019,Brandenburg,02.03.,92.0,02.03.2019
2019,Mecklenburg-Vorpommern,02.03.,57.0,02.03.2019
2019,Sachsen,02.03.,154.0,02.03.2019
2019,Sachsen-Anhalt,02.03.,122.0,02.03.2019
2019,Thüringen,02.03.,73.0,02.03.2019
2020,Schleswig-Holstein,03.03.,104.0,03.03.2020
2020,Hamburg,03.03.,50.0,03.03.2020
2020,Niedersachsen,03.03.,309.0,03.03.2020
2020,Bremen,03.03.,32.0,03.03.2020
2020,Nordrhein-Westfalen,03.03.,645.0,03.03.2020
2020,Hessen,03.03.,194.0,03.03.2020
2020,Rheinland-Pfalz,03.03.,138.0,03.03.2020
2020,Baden-Württemberg,03.03.,359.0,03.03.2020
2020,Bayern,03.03.,393.0,03.03.2020
2020,Saarland,03.03.,43.0,03.03.2020
2020,Berlin,03.03.,105.0,03.03.2020
2020,Brandenburg,03.03.,94.0,03.03.2020
2020,Mecklenburg-Vorpommern,03.03.,76.0,03.03.2020
2020,Sachsen,03.03.,174.0,03.03.2020
2020,Sachsen-Anhalt,03.03.,103.0,03.03.2020
2020,Thüringen,03.03.,79.0,03.03.2020
2019,Schleswig-Holstein,03.03.,101.0,03.03.2019
2019,Hamburg,03.03.,68.0,03.03.2019
2019,Niedersachsen,03.03.,297.0,03.03.2019
2019,Bremen,03.03.,23.0,03.03.2019
2019,Nordrhein-Westfalen,03.03.,624.0,03.03.2019
2019,Hessen,03.03.,192.0,03.03.2019
2019,Rheinland-Pfalz,03.03.,147.0,03.03.2019
2019,Baden-Württemberg,03.03.,339.0,03.03.2019
2019,Bayern,03.03.,408.0,03.03.2019
2019,Saarland,03.03.,34.0,03.03.2019
2019,Berlin,03.03.,118.0,03.03.2019
2019,Brandenburg,03.03.,107.0,03.03.2019
2019,Mecklenburg-Vorpommern,03.03.,53.0,03.03.2019
2019,Sachsen,03.03.,163.0,03.03.2019
2019,Sachsen-Anhalt,03.03.,78.0,03.03.2019
2019,Thüringen,03.03.,106.0,03.03.2019
2020,Schleswig-Holstein,04.03.,103.0,04.03.2020
2020,Hamburg,04.03.,57.0,04.03.2020
2020,Niedersachsen,04.03.,280.0,04.03.2020
2020,Bremen,04.03.,24.0,04.03.2020
2020,Nordrhein-Westfalen,04.03.,653.0,04.03.2020
2020,Hessen,04.03.,211.0,04.03.2020
2020,Rheinland-Pfalz,04.03.,133.0,04.03.2020
2020,Baden-Württemberg,04.03.,341.0,04.03.2020
2020,Bayern,04.03.,373.0,04.03.2020
2020,Saarland,04.03.,41.0,04.03.2020
2020,Berlin,04.03.,98.0,04.03.2020
2020,Brandenburg,04.03.,85.0,04.03.2020
2020,Mecklenburg-Vorpommern,04.03.,59.0,04.03.2020
2020,Sachsen,04.03.,158.0,04.03.2020
2020,Sachsen-Anhalt,04.03.,93.0,04.03.2020
2020,Thüringen,04.03.,88.0,04.03.2020
2019,Schleswig-Holstein,04.03.,95.0,04.03.2019
2019,Hamburg,04.03.,36.0,04.03.2019
2019,Niedersachsen,04.03.,289.0,04.03.2019
2019,Bremen,04.03.,24.0,04.03.2019
2019,Nordrhein-Westfalen,04.03.,621.0,04.03.2019
2019,Hessen,04.03.,222.0,04.03.2019
2019,Rheinland-Pfalz,04.03.,136.0,04.03.2019
2019,Baden-Württemberg,04.03.,342.0,04.03.2019
2019,Bayern,04.03.,400.0,04.03.2019
2019,Saarland,04.03.,48.0,04.03.2019
2019,Berlin,04.03.,118.0,04.03.2019
2019,Brandenburg,04.03.,100.0,04.03.2019
2019,Mecklenburg-Vorpommern,04.03.,63.0,04.03.2019
2019,Sachsen,04.03.,193.0,04.03.2019
2019,Sachsen-Anhalt,04.03.,110.0,04.03.2019
2019,Thüringen,04.03.,112.0,04.03.2019
2020,Schleswig-Holstein,05.03.,84.0,05.03.2020
2020,Hamburg,05.03.,40.0,05.03.2020
2020,Niedersachsen,05.03.,307.0,05.03.2020
2020,Bremen,05.03.,36.0,05.03.2020
2020,Nordrhein-Westfalen,05.03.,621.0,05.03.2020
2020,Hessen,05.03.,218.0,05.03.2020
2020,Rheinland-Pfalz,05.03.,138.0,05.03.2020
2020,Baden-Württemberg,05.03.,308.0,05.03.2020
2020,Bayern,05.03.,381.0,05.03.2020
2020,Saarland,05.03.,41.0,05.03.2020
2020,Berlin,05.03.,87.0,05.03.2020
2020,Brandenburg,05.03.,98.0,05.03.2020
2020,Mecklenburg-Vorpommern,05.03.,71.0,05.03.2020
2020,Sachsen,05.03.,170.0,05.03.2020
2020,Sachsen-Anhalt,05.03.,96.0,05.03.2020
2020,Thüringen,05.03.,90.0,05.03.2020
2019,Schleswig-Holstein,05.03.,121.0,05.03.2019
2019,Hamburg,05.03.,48.0,05.03.2019
2019,Niedersachsen,05.03.,298.0,05.03.2019
2019,Bremen,05.03.,26.0,05.03.2019
2019,Nordrhein-Westfalen,05.03.,684.0,05.03.2019
2019,Hessen,05.03.,207.0,05.03.2019
2019,Rheinland-Pfalz,05.03.,150.0,05.03.2019
2019,Baden-Württemberg,05.03.,349.0,05.03.2019
2019,Bayern,05.03.,439.0,05.03.2019
2019,Saarland,05.03.,40.0,05.03.2019
2019,Berlin,05.03.,125.0,05.03.2019
2019,Brandenburg,05.03.,103.0,05.03.2019
2019,Mecklenburg-Vorpommern,05.03.,53.0,05.03.2019
2019,Sachsen,05.03.,153.0,05.03.2019
2019,Sachsen-Anhalt,05.03.,101.0,05.03.2019
2019,Thüringen,05.03.,81.0,05.03.2019
2020,Schleswig-Holstein,06.03.,97.0,06.03.2020
2020,Hamburg,06.03.,51.0,06.03.2020
2020,Niedersachsen,06.03.,295.0,06.03.2020
2020,Bremen,06.03.,25.0,06.03.2020
2020,Nordrhein-Westfalen,06.03.,621.0,06.03.2020
2020,Hessen,06.03.,207.0,06.03.2020
2020,Rheinland-Pfalz,06.03.,142.0,06.03.2020
2020,Baden-Württemberg,06.03.,346.0,06.03.2020
2020,Bayern,06.03.,441.0,06.03.2020
2020,Saarland,06.03.,51.0,06.03.2020
2020,Berlin,06.03.,114.0,06.03.2020
2020,Brandenburg,06.03.,96.0,06.03.2020
2020,Mecklenburg-Vorpommern,06.03.,74.0,06.03.2020
2020,Sachsen,06.03.,150.0,06.03.2020
2020,Sachsen-Anhalt,06.03.,95.0,06.03.2020
2020,Thüringen,06.03.,105.0,06.03.2020
2019,Schleswig-Holstein,06.03.,94.0,06.03.2019
2019,Hamburg,06.03.,61.0,06.03.2019
2019,Niedersachsen,06.03.,307.0,06.03.2019
2019,Bremen,06.03.,26.0,06.03.2019
2019,Nordrhein-Westfalen,06.03.,645.0,06.03.2019
2019,Hessen,06.03.,204.0,06.03.2019
2019,Rheinland-Pfalz,06.03.,147.0,06.03.2019
2019,Baden-Württemberg,06.03.,396.0,06.03.2019
2019,Bayern,06.03.,432.0,06.03.2019
2019,Saarland,06.03.,44.0,06.03.2019
2019,Berlin,06.03.,115.0,06.03.2019
2019,Brandenburg,06.03.,98.0,06.03.2019
2019,Mecklenburg-Vorpommern,06.03.,73.0,06.03.2019
2019,Sachsen,06.03.,155.0,06.03.2019
2019,Sachsen-Anhalt,06.03.,108.0,06.03.2019
2019,Thüringen,06.03.,101.0,06.03.2019
2020,Schleswig-Holstein,07.03.,117.0,07.03.2020
2020,Hamburg,07.03.,49.0,07.03.2020
2020,Niedersachsen,07.03.,275.0,07.03.2020
2020,Bremen,07.03.,27.0,07.03.2020
2020,Nordrhein-Westfalen,07.03.,594.0,07.03.2020
2020,Hessen,07.03.,192.0,07.03.2020
2020,Rheinland-Pfalz,07.03.,132.0,07.03.2020
2020,Baden-Württemberg,07.03.,326.0,07.03.2020
2020,Bayern,07.03.,361.0,07.03.2020
2020,Saarland,07.03.,41.0,07.03.2020
2020,Berlin,07.03.,103.0,07.03.2020
2020,Brandenburg,07.03.,95.0,07.03.2020
2020,Mecklenburg-Vorpommern,07.03.,56.0,07.03.2020
2020,Sachsen,07.03.,154.0,07.03.2020
2020,Sachsen-Anhalt,07.03.,90.0,07.03.2020
2020,Thüringen,07.03.,95.0,07.03.2020
2019,Schleswig-Holstein,07.03.,111.0,07.03.2019
2019,Hamburg,07.03.,61.0,07.03.2019
2019,Niedersachsen,07.03.,307.0,07.03.2019
2019,Bremen,07.03.,19.0,07.03.2019
2019,Nordrhein-Westfalen,07.03.,656.0,07.03.2019
2019,Hessen,07.03.,216.0,07.03.2019
2019,Rheinland-Pfalz,07.03.,177.0,07.03.2019
2019,Baden-Württemberg,07.03.,356.0,07.03.2019
2019,Bayern,07.03.,443.0,07.03.2019
2019,Saarland,07.03.,53.0,07.03.2019
2019,Berlin,07.03.,113.0,07.03.2019
2019,Brandenburg,07.03.,99.0,07.03.2019
2019,Mecklenburg-Vorpommern,07.03.,70.0,07.03.2019
2019,Sachsen,07.03.,159.0,07.03.2019
2019,Sachsen-Anhalt,07.03.,121.0,07.03.2019
2019,Thüringen,07.03.,85.0,07.03.2019
2020,Schleswig-Holstein,08.03.,96.0,08.03.2020
2020,Hamburg,08.03.,61.0,08.03.2020
2020,Niedersachsen,08.03.,283.0,08.03.2020
2020,Bremen,08.03.,15.0,08.03.2020
2020,Nordrhein-Westfalen,08.03.,608.0,08.03.2020
2020,Hessen,08.03.,184.0,08.03.2020
2020,Rheinland-Pfalz,08.03.,145.0,08.03.2020
2020,Baden-Württemberg,08.03.,318.0,08.03.2020
2020,Bayern,08.03.,403.0,08.03.2020
2020,Saarland,08.03.,44.0,08.03.2020
2020,Berlin,08.03.,87.0,08.03.2020
2020,Brandenburg,08.03.,78.0,08.03.2020
2020,Mecklenburg-Vorpommern,08.03.,52.0,08.03.2020
2020,Sachsen,08.03.,162.0,08.03.2020
2020,Sachsen-Anhalt,08.03.,107.0,08.03.2020
2020,Thüringen,08.03.,72.0,08.03.2020
2019,Schleswig-Holstein,08.03.,99.0,08.03.2019
2019,Hamburg,08.03.,65.0,08.03.2019
2019,Niedersachsen,08.03.,294.0,08.03.2019
2019,Bremen,08.03.,21.0,08.03.2019
2019,Nordrhein-Westfalen,08.03.,638.0,08.03.2019
2019,Hessen,08.03.,227.0,08.03.2019
2019,Rheinland-Pfalz,08.03.,156.0,08.03.2019
2019,Baden-Württemberg,08.03.,331.0,08.03.2019
2019,Bayern,08.03.,435.0,08.03.2019
2019,Saarland,08.03.,51.0,08.03.2019
2019,Berlin,08.03.,94.0,08.03.2019
2019,Brandenburg,08.03.,101.0,08.03.2019
2019,Mecklenburg-Vorpommern,08.03.,80.0,08.03.2019
2019,Sachsen,08.03.,185.0,08.03.2019
2019,Sachsen-Anhalt,08.03.,114.0,08.03.2019
2019,Thüringen,08.03.,90.0,08.03.2019
2020,Schleswig-Holstein,09.03.,94.0,09.03.2020
2020,Hamburg,09.03.,51.0,09.03.2020
2020,Niedersachsen,09.03.,302.0,09.03.2020
2020,Bremen,09.03.,22.0,09.03.2020
2020,Nordrhein-Westfalen,09.03.,628.0,09.03.2020
2020,Hessen,09.03.,232.0,09.03.2020
2020,Rheinland-Pfalz,09.03.,166.0,09.03.2020
2020,Baden-Württemberg,09.03.,331.0,09.03.2020
2020,Bayern,09.03.,398.0,09.03.2020
2020,Saarland,09.03.,41.0,09.03.2020
2020,Berlin,09.03.,107.0,09.03.2020
2020,Brandenburg,09.03.,90.0,09.03.2020
2020,Mecklenburg-Vorpommern,09.03.,61.0,09.03.2020
2020,Sachsen,09.03.,167.0,09.03.2020
2020,Sachsen-Anhalt,09.03.,97.0,09.03.2020
2020,Thüringen,09.03.,93.0,09.03.2020
2019,Schleswig-Holstein,09.03.,123.0,09.03.2019
2019,Hamburg,09.03.,49.0,09.03.2019
2019,Niedersachsen,09.03.,295.0,09.03.2019
2019,Bremen,09.03.,17.0,09.03.2019
2019,Nordrhein-Westfalen,09.03.,635.0,09.03.2019
2019,Hessen,09.03.,208.0,09.03.2019
2019,Rheinland-Pfalz,09.03.,132.0,09.03.2019
2019,Baden-Württemberg,09.03.,301.0,09.03.2019
2019,Bayern,09.03.,403.0,09.03.2019
2019,Saarland,09.03.,36.0,09.03.2019
2019,Berlin,09.03.,86.0,09.03.2019
2019,Brandenburg,09.03.,93.0,09.03.2019
2019,Mecklenburg-Vorpommern,09.03.,68.0,09.03.2019
2019,Sachsen,09.03.,173.0,09.03.2019
2019,Sachsen-Anhalt,09.03.,97.0,09.03.2019
2019,Thüringen,09.03.,94.0,09.03.2019
2020,Schleswig-Holstein,10.03.,108.0,10.03.2020
2020,Hamburg,10.03.,55.0,10.03.2020
2020,Niedersachsen,10.03.,309.0,10.03.2020
2020,Bremen,10.03.,27.0,10.03.2020
2020,Nordrhein-Westfalen,10.03.,675.0,10.03.2020
2020,Hessen,10.03.,176.0,10.03.2020
2020,Rheinland-Pfalz,10.03.,140.0,10.03.2020
2020,Baden-Württemberg,10.03.,359.0,10.03.2020
2020,Bayern,10.03.,377.0,10.03.2020
2020,Saarland,10.03.,36.0,10.03.2020
2020,Berlin,10.03.,115.0,10.03.2020
2020,Brandenburg,10.03.,103.0,10.03.2020
2020,Mecklenburg-Vorpommern,10.03.,66.0,10.03.2020
2020,Sachsen,10.03.,147.0,10.03.2020
2020,Sachsen-Anhalt,10.03.,90.0,10.03.2020
2020,Thüringen,10.03.,95.0,10.03.2020
2019,Schleswig-Holstein,10.03.,91.0,10.03.2019
2019,Hamburg,10.03.,66.0,10.03.2019
2019,Niedersachsen,10.03.,278.0,10.03.2019
2019,Bremen,10.03.,18.0,10.03.2019
2019,Nordrhein-Westfalen,10.03.,609.0,10.03.2019
2019,Hessen,10.03.,186.0,10.03.2019
2019,Rheinland-Pfalz,10.03.,137.0,10.03.2019
2019,Baden-Württemberg,10.03.,308.0,10.03.2019
2019,Bayern,10.03.,386.0,10.03.2019
2019,Saarland,10.03.,38.0,10.03.2019
2019,Berlin,10.03.,84.0,10.03.2019
2019,Brandenburg,10.03.,92.0,10.03.2019
2019,Mecklenburg-Vorpommern,10.03.,69.0,10.03.2019
2019,Sachsen,10.03.,184.0,10.03.2019
2019,Sachsen-Anhalt,10.03.,99.0,10.03.2019
2019,Thüringen,10.03.,78.0,10.03.2019
2020,Schleswig-Holstein,11.03.,107.0,11.03.2020
2020,Hamburg,11.03.,47.0,11.03.2020
2020,Niedersachsen,11.03.,288.0,11.03.2020
2020,Bremen,11.03.,27.0,11.03.2020
2020,Nordrhein-Westfalen,11.03.,665.0,11.03.2020
2020,Hessen,11.03.,212.0,11.03.2020
2020,Rheinland-Pfalz,11.03.,136.0,11.03.2020
2020,Baden-Württemberg,11.03.,361.0,11.03.2020
2020,Bayern,11.03.,385.0,11.03.2020
2020,Saarland,11.03.,39.0,11.03.2020
2020,Berlin,11.03.,81.0,11.03.2020
2020,Brandenburg,11.03.,96.0,11.03.2020
2020,Mecklenburg-Vorpommern,11.03.,89.0,11.03.2020
2020,Sachsen,11.03.,176.0,11.03.2020
2020,Sachsen-Anhalt,11.03.,89.0,11.03.2020
2020,Thüringen,11.03.,87.0,11.03.2020
2019,Schleswig-Holstein,11.03.,99.0,11.03.2019
2019,Hamburg,11.03.,51.0,11.03.2019
2019,Niedersachsen,11.03.,272.0,11.03.2019
2019,Bremen,11.03.,17.0,11.03.2019
2019,Nordrhein-Westfalen,11.03.,561.0,11.03.2019
2019,Hessen,11.03.,203.0,11.03.2019
2019,Rheinland-Pfalz,11.03.,141.0,11.03.2019
2019,Baden-Württemberg,11.03.,332.0,11.03.2019
2019,Bayern,11.03.,410.0,11.03.2019
2019,Saarland,11.03.,37.0,11.03.2019
2019,Berlin,11.03.,108.0,11.03.2019
2019,Brandenburg,11.03.,108.0,11.03.2019
2019,Mecklenburg-Vorpommern,11.03.,62.0,11.03.2019
2019,Sachsen,11.03.,159.0,11.03.2019
2019,Sachsen-Anhalt,11.03.,101.0,11.03.2019
2019,Thüringen,11.03.,82.0,11.03.2019
2020,Schleswig-Holstein,12.03.,122.0,12.03.2020
2020,Hamburg,12.03.,47.0,12.03.2020
2020,Niedersachsen,12.03.,281.0,12.03.2020
2020,Bremen,12.03.,22.0,12.03.2020
2020,Nordrhein-Westfalen,12.03.,598.0,12.03.2020
2020,Hessen,12.03.,220.0,12.03.2020
2020,Rheinland-Pfalz,12.03.,165.0,12.03.2020
2020,Baden-Württemberg,12.03.,322.0,12.03.2020
2020,Bayern,12.03.,419.0,12.03.2020
2020,Saarland,12.03.,38.0,12.03.2020
2020,Berlin,12.03.,106.0,12.03.2020
2020,Brandenburg,12.03.,98.0,12.03.2020
2020,Mecklenburg-Vorpommern,12.03.,66.0,12.03.2020
2020,Sachsen,12.03.,143.0,12.03.2020
2020,Sachsen-Anhalt,12.03.,104.0,12.03.2020
2020,Thüringen,12.03.,95.0,12.03.2020
2019,Schleswig-Holstein,12.03.,107.0,12.03.2019
2019,Hamburg,12.03.,69.0,12.03.2019
2019,Niedersachsen,12.03.,262.0,12.03.2019
2019,Bremen,12.03.,34.0,12.03.2019
2019,Nordrhein-Westfalen,12.03.,636.0,12.03.2019
2019,Hessen,12.03.,163.0,12.03.2019
2019,Rheinland-Pfalz,12.03.,140.0,12.03.2019
2019,Baden-Württemberg,12.03.,349.0,12.03.2019
2019,Bayern,12.03.,421.0,12.03.2019
2019,Saarland,12.03.,42.0,12.03.2019
2019,Berlin,12.03.,104.0,12.03.2019
2019,Brandenburg,12.03.,99.0,12.03.2019
2019,Mecklenburg-Vorpommern,12.03.,60.0,12.03.2019
2019,Sachsen,12.03.,173.0,12.03.2019
2019,Sachsen-Anhalt,12.03.,110.0,12.03.2019
2019,Thüringen,12.03.,88.0,12.03.2019
2020,Schleswig-Holstein,13.03.,107.0,13.03.2020
2020,Hamburg,13.03.,48.0,13.03.2020
2020,Niedersachsen,13.03.,295.0,13.03.2020
2020,Bremen,13.03.,24.0,13.03.2020
2020,Nordrhein-Westfalen,13.03.,634.0,13.03.2020
2020,Hessen,13.03.,190.0,13.03.2020
2020,Rheinland-Pfalz,13.03.,139.0,13.03.2020
2020,Baden-Württemberg,13.03.,342.0,13.03.2020
2020,Bayern,13.03.,420.0,13.03.2020
2020,Saarland,13.03.,38.0,13.03.2020
2020,Berlin,13.03.,89.0,13.03.2020
2020,Brandenburg,13.03.,100.0,13.03.2020
2020,Mecklenburg-Vorpommern,13.03.,54.0,13.03.2020
2020,Sachsen,13.03.,147.0,13.03.2020
2020,Sachsen-Anhalt,13.03.,116.0,13.03.2020
2020,Thüringen,13.03.,79.0,13.03.2020
2019,Schleswig-Holstein,13.03.,108.0,13.03.2019
2019,Hamburg,13.03.,52.0,13.03.2019
2019,Niedersachsen,13.03.,260.0,13.03.2019
2019,Bremen,13.03.,24.0,13.03.2019
2019,Nordrhein-Westfalen,13.03.,654.0,13.03.2019
2019,Hessen,13.03.,205.0,13.03.2019
2019,Rheinland-Pfalz,13.03.,155.0,13.03.2019
2019,Baden-Württemberg,13.03.,337.0,13.03.2019
2019,Bayern,13.03.,415.0,13.03.2019
2019,Saarland,13.03.,37.0,13.03.2019
2019,Berlin,13.03.,106.0,13.03.2019
2019,Brandenburg,13.03.,100.0,13.03.2019
2019,Mecklenburg-Vorpommern,13.03.,65.0,13.03.2019
2019,Sachsen,13.03.,163.0,13.03.2019
2019,Sachsen-Anhalt,13.03.,100.0,13.03.2019
2019,Thüringen,13.03.,97.0,13.03.2019
2020,Schleswig-Holstein,14.03.,104.0,14.03.2020
2020,Hamburg,14.03.,46.0,14.03.2020
2020,Niedersachsen,14.03.,261.0,14.03.2020
2020,Bremen,14.03.,25.0,14.03.2020
2020,Nordrhein-Westfalen,14.03.,675.0,14.03.2020
2020,Hessen,14.03.,178.0,14.03.2020
2020,Rheinland-Pfalz,14.03.,163.0,14.03.2020
2020,Baden-Württemberg,14.03.,333.0,14.03.2020
2020,Bayern,14.03.,393.0,14.03.2020
2020,Saarland,14.03.,41.0,14.03.2020
2020,Berlin,14.03.,93.0,14.03.2020
2020,Brandenburg,14.03.,83.0,14.03.2020
2020,Mecklenburg-Vorpommern,14.03.,60.0,14.03.2020
2020,Sachsen,14.03.,157.0,14.03.2020
2020,Sachsen-Anhalt,14.03.,98.0,14.03.2020
2020,Thüringen,14.03.,85.0,14.03.2020
2019,Schleswig-Holstein,14.03.,103.0,14.03.2019
2019,Hamburg,14.03.,57.0,14.03.2019
2019,Niedersachsen,14.03.,294.0,14.03.2019
2019,Bremen,14.03.,28.0,14.03.2019
2019,Nordrhein-Westfalen,14.03.,598.0,14.03.2019
2019,Hessen,14.03.,183.0,14.03.2019
2019,Rheinland-Pfalz,14.03.,174.0,14.03.2019
2019,Baden-Württemberg,14.03.,356.0,14.03.2019
2019,Bayern,14.03.,413.0,14.03.2019
2019,Saarland,14.03.,39.0,14.03.2019
2019,Berlin,14.03.,105.0,14.03.2019
2019,Brandenburg,14.03.,100.0,14.03.2019
2019,Mecklenburg-Vorpommern,14.03.,64.0,14.03.2019
2019,Sachsen,14.03.,166.0,14.03.2019
2019,Sachsen-Anhalt,14.03.,101.0,14.03.2019
2019,Thüringen,14.03.,83.0,14.03.2019
2020,Schleswig-Holstein,15.03.,89.0,15.03.2020
2020,Hamburg,15.03.,56.0,15.03.2020
2020,Niedersachsen,15.03.,263.0,15.03.2020
2020,Bremen,15.03.,20.0,15.03.2020
2020,Nordrhein-Westfalen,15.03.,587.0,15.03.2020
2020,Hessen,15.03.,209.0,15.03.2020
2020,Rheinland-Pfalz,15.03.,149.0,15.03.2020
2020,Baden-Württemberg,15.03.,306.0,15.03.2020
2020,Bayern,15.03.,395.0,15.03.2020
2020,Saarland,15.03.,42.0,15.03.2020
2020,Berlin,15.03.,103.0,15.03.2020
2020,Brandenburg,15.03.,99.0,15.03.2020
2020,Mecklenburg-Vorpommern,15.03.,62.0,15.03.2020
2020,Sachsen,15.03.,162.0,15.03.2020
2020,Sachsen-Anhalt,15.03.,95.0,15.03.2020
2020,Thüringen,15.03.,106.0,15.03.2020
2019,Schleswig-Holstein,15.03.,118.0,15.03.2019
2019,Hamburg,15.03.,45.0,15.03.2019
2019,Niedersachsen,15.03.,292.0,15.03.2019
2019,Bremen,15.03.,20.0,15.03.2019
2019,Nordrhein-Westfalen,15.03.,595.0,15.03.2019
2019,Hessen,15.03.,203.0,15.03.2019
2019,Rheinland-Pfalz,15.03.,153.0,15.03.2019
2019,Baden-Württemberg,15.03.,355.0,15.03.2019
2019,Bayern,15.03.,413.0,15.03.2019
2019,Saarland,15.03.,43.0,15.03.2019
2019,Berlin,15.03.,120.0,15.03.2019
2019,Brandenburg,15.03.,100.0,15.03.2019
2019,Mecklenburg-Vorpommern,15.03.,70.0,15.03.2019
2019,Sachsen,15.03.,150.0,15.03.2019
2019,Sachsen-Anhalt,15.03.,120.0,15.03.2019
2019,Thüringen,15.03.,85.0,15.03.2019
2020,Schleswig-Holstein,16.03.,110.0,16.03.2020
2020,Hamburg,16.03.,54.0,16.03.2020
2020,Niedersachsen,16.03.,295.0,16.03.2020
2020,Bremen,16.03.,21.0,16.03.2020
2020,Nordrhein-Westfalen,16.03.,677.0,16.03.2020
2020,Hessen,16.03.,195.0,16.03.2020
2020,Rheinland-Pfalz,16.03.,173.0,16.03.2020
2020,Baden-Württemberg,16.03.,373.0,16.03.2020
2020,Bayern,16.03.,450.0,16.03.2020
2020,Saarland,16.03.,39.0,16.03.2020
2020,Berlin,16.03.,82.0,16.03.2020
2020,Brandenburg,16.03.,87.0,16.03.2020
2020,Mecklenburg-Vorpommern,16.03.,66.0,16.03.2020
2020,Sachsen,16.03.,125.0,16.03.2020
2020,Sachsen-Anhalt,16.03.,97.0,16.03.2020
2020,Thüringen,16.03.,74.0,16.03.2020
2019,Schleswig-Holstein,16.03.,99.0,16.03.2019
2019,Hamburg,16.03.,57.0,16.03.2019
2019,Niedersachsen,16.03.,273.0,16.03.2019
2019,Bremen,16.03.,19.0,16.03.2019
2019,Nordrhein-Westfalen,16.03.,628.0,16.03.2019
2019,Hessen,16.03.,197.0,16.03.2019
2019,Rheinland-Pfalz,16.03.,154.0,16.03.2019
2019,Baden-Württemberg,16.03.,376.0,16.03.2019
2019,Bayern,16.03.,409.0,16.03.2019
2019,Saarland,16.03.,46.0,16.03.2019
2019,Berlin,16.03.,102.0,16.03.2019
2019,Brandenburg,16.03.,77.0,16.03.2019
2019,Mecklenburg-Vorpommern,16.03.,55.0,16.03.2019
2019,Sachsen,16.03.,171.0,16.03.2019
2019,Sachsen-Anhalt,16.03.,90.0,16.03.2019
2019,Thüringen,16.03.,106.0,16.03.2019
2020,Schleswig-Holstein,17.03.,106.0,17.03.2020
2020,Hamburg,17.03.,43.0,17.03.2020
2020,Niedersachsen,17.03.,291.0,17.03.2020
2020,Bremen,17.03.,32.0,17.03.2020
2020,Nordrhein-Westfalen,17.03.,607.0,17.03.2020
2020,Hessen,17.03.,193.0,17.03.2020
2020,Rheinland-Pfalz,17.03.,142.0,17.03.2020
2020,Baden-Württemberg,17.03.,356.0,17.03.2020
2020,Bayern,17.03.,423.0,17.03.2020
2020,Saarland,17.03.,35.0,17.03.2020
2020,Berlin,17.03.,104.0,17.03.2020
2020,Brandenburg,17.03.,99.0,17.03.2020
2020,Mecklenburg-Vorpommern,17.03.,63.0,17.03.2020
2020,Sachsen,17.03.,173.0,17.03.2020
2020,Sachsen-Anhalt,17.03.,106.0,17.03.2020
2020,Thüringen,17.03.,87.0,17.03.2020
2019,Schleswig-Holstein,17.03.,88.0,17.03.2019
2019,Hamburg,17.03.,57.0,17.03.2019
2019,Niedersachsen,17.03.,284.0,17.03.2019
2019,Bremen,17.03.,32.0,17.03.2019
2019,Nordrhein-Westfalen,17.03.,616.0,17.03.2019
2019,Hessen,17.03.,211.0,17.03.2019
2019,Rheinland-Pfalz,17.03.,140.0,17.03.2019
2019,Baden-Württemberg,17.03.,280.0,17.03.2019
2019,Bayern,17.03.,383.0,17.03.2019
2019,Saarland,17.03.,38.0,17.03.2019
2019,Berlin,17.03.,99.0,17.03.2019
2019,Brandenburg,17.03.,98.0,17.03.2019
2019,Mecklenburg-Vorpommern,17.03.,67.0,17.03.2019
2019,Sachsen,17.03.,151.0,17.03.2019
2019,Sachsen-Anhalt,17.03.,89.0,17.03.2019
2019,Thüringen,17.03.,79.0,17.03.2019
2020,Schleswig-Holstein,18.03.,114.0,18.03.2020
2020,Hamburg,18.03.,55.0,18.03.2020
2020,Niedersachsen,18.03.,314.0,18.03.2020
2020,Bremen,18.03.,15.0,18.03.2020
