,,,,,silhouette,silhouette,ics_score,ics_score,n_clusters,n_clusters,stability,hierarchical_score,hierarchical_score,external_ARI_broad,external_ARI_broad,external_NMI_broad,external_NMI_broad,external_ARI_fine,external_ARI_fine,external_NMI_fine,external_NMI_fine,external_ARI_who,external_ARI_who,external_NMI_who,external_NMI_who
,,,,,mean,std,mean,std,mean,std,mean,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
genus,material,metric,tau,gamma,,,,,,,,,,,,,,,,,,,,,
Klebsiella,Urine,cosine,0.1,0.5,0.08426946754452329,0.10850239112459244,2.131274712021349,0.21774984189209654,10.8,1.3165611772087666,0.6338728152441785,0.3874361866980627,0.03305869336877831,0.27167106550601733,0.05169579537048239,0.5004443750648785,0.04452158829821635,0.04053917537528695,0.019718745888356884,0.4867995541564854,0.04582704450876176,0.012965786273209759,0.02798241263702337,0.14194350838668307,0.0211909514928322
Klebsiella,Urine,cosine,0.1,0.75,0.15081631099430148,0.11473276718020547,2.575806158512992,0.13309643412398556,12.0,1.6329931618554518,0.6901508327050487,0.42125437384497966,0.02574710642703933,0.2927379257559217,0.05595646386499146,0.5173318637842758,0.03971389403141389,0.06562326168968731,0.012350905328009077,0.5426646817915155,0.026590911425085087,0.05644430400063085,0.01872961100623155,0.16329647331030242,0.015664876003591278
Klebsiella,Urine,cosine,0.1,1.0,0.1767037031786535,0.005891166745469142,2.025751939847212,0.020268023696908045,4.0,0.0,0.9137856959943944,0.3066170917533875,0.00577674369606266,0.19394890914474566,0.005176591814252699,0.3805697377836008,0.004514670916211914,0.07389636196500288,0.003639789514164909,0.40571809105825835,0.005192935588131933,0.05578908066624929,0.0062570614498086916,0.10052977998334647,0.010392690850577618
Klebsiella,Urine,cosine,0.2,0.5,0.16015991426496207,0.10138052357444828,2.5026607160651047,0.19649125389716574,12.6,1.0749676997731399,0.6809885095655582,0.41924445231194857,0.026379718295371394,0.27759419188383194,0.05983606264244124,0.523147866852765,0.045674635044605394,0.04751863629541277,0.018953261095951437,0.5283379264495317,0.029060071935013053,0.025820456280662075,0.023923044899506925,0.16988307225435434,0.02088655282908055
Klebsiella,Urine,cosine,0.2,0.75,0.1785149158712273,0.0780692608897307,2.451209759254601,0.33710756791080165,9.1,4.458450154232722,0.6801662909218698,0.3665172357705368,0.07573103387826959,0.23366313652605575,0.04149702228525449,0.4476096150315576,0.09225348232274655,0.06378727674395399,0.01050142841711948,0.4803282978879405,0.08142920594846166,0.04611788700017925,0.025635539458018643,0.13367677368631106,0.0577138762202932
Klebsiella,Urine,cosine,0.2,1.0,0.1960926214517153,0.0020450270492131154,2.1118214720520845,0.007425310991547611,5.0,0.0,0.988706219948587,0.31392695545288035,0.0005174975332968165,0.16425408923797707,0.001948934301450234,0.368228691063771,0.0009604322875094184,0.07639674963333835,0.0007080078835024479,0.4223821223677609,0.0007430381826842363,0.04953844911427608,0.00576883382463658,0.11501833062214897,0.003676141642077781
Klebsiella,Urine,cosine,0.30000000000000004,0.5,0.2028707125430132,0.06583191137789676,2.719481611838428,0.37163038889008093,14.6,4.550946177566936,0.7466151275703887,0.4512156620125653,0.04287856664848048,0.2450898570448384,0.06019400933421236,0.5291180904563741,0.05695679437494792,0.07243057625040808,0.00958044081365824,0.5768644343023144,0.04469888046658622,0.06462038194210237,0.014563883215751092,0.2057815371824243,0.031629384945552175
Klebsiella,Urine,cosine,0.30000000000000004,0.75,0.20439713320006256,0.05739686295026964,2.8842961588055975,0.4000393552037866,15.3,4.270050741306634,0.7072109202183677,0.44763396307717346,0.03521325424642187,0.23488208245939363,0.021935290466335154,0.5223132486706391,0.03600624753689405,0.06800269696706193,0.016970077806495166,0.5808884597755503,0.03870060033043973,0.05632092637237943,0.023699120013748805,0.19528201521920543,0.03318213384284166
Klebsiella,Urine,cosine,0.30000000000000004,1.0,0.15408913813634217,0.006076210830257866,2.4367528904435423,0.02668392906819214,10.0,0.0,0.9604285115805851,0.42189397680826646,0.010357333496866955,0.23926071550097894,0.014904383975192007,0.4973170742248022,0.014583081598094124,0.10465440459848283,0.007544813253915733,0.5486335938349035,0.011352075155006552,0.08230812524677292,0.005352741098265501,0.17748472335621457,0.004805263184787023
Klebsiella,Urine,cosine,0.4,0.5,0.21485479487668005,0.04605003483063834,3.3447949518925,0.15491315026348423,23.4,1.577621275493231,0.8165797596463891,0.5216627857331161,0.018110479859245156,0.2527948647077733,0.052820990038837036,0.5910067844811224,0.023743577739481804,0.06456807845337376,0.013493458059068932,0.6545621574600342,0.020227727161563878,0.05425678840096091,0.01512225019626217,0.275119624682552,0.014904609602409675
Klebsiella,Urine,cosine,0.4,0.75,0.17740559433309983,0.04864439099774792,3.4019464738839114,0.15531988213416315,23.6,1.577621275493231,0.7553769591371902,0.518214270626238,0.018684376469032985,0.2363133741568296,0.052212447823911816,0.5822139069003047,0.023822638218231062,0.058856698484500244,0.017089147728135315,0.6532111469935976,0.021125126285096184,0.04780593329699324,0.012789878221860536,0.27421879919569203,0.016223281176385666
Klebsiella,Urine,cosine,0.4,1.0,0.13409227569211407,0.036208102715392945,3.2265984324913837,0.0219036999231448,21.0,0.0,0.8787631147649518,0.4796391654753407,0.0012460480549799475,0.17880930068962608,0.022167735667017,0.5517922831889382,0.002964298456304661,0.03953626920946627,0.004506448224879513,0.6147692101207342,0.0055273504957585855,0.016025584715177964,0.003919632678349,0.22731265490121855,0.005965153923844575
Klebsiella,Urine,dice,0.1,0.5,0.1743409018626957,0.10920462125098224,2.9870885460838617,0.32643356377766675,11.5,3.1001792062897127,0.7429731203456689,0.39753603916993346,0.04898105479647939,0.25928573676981526,0.047807915443993154,0.4849032329909515,0.05611664413460918,0.05690610051985099,0.011982602822231491,0.5197846130482988,0.05291293959389435,0.034318938182383144,0.009334311890608576,0.14717074684442832,0.049416827251077836
Klebsiella,Urine,dice,0.1,0.75,0.1832644488416222,0.052854390867969905,2.739472323756295,0.48795148512864733,7.8,4.516635916254487,0.7349055463491141,0.33819675705950913,0.0721455164595564,0.2289364508170037,0.04398140663841886,0.41376886235312726,0.07502829850146249,0.05828461104715823,0.015291224968818925,0.45210765876263137,0.07739365662697147,0.034317660387315305,0.019047298003614085,0.11074344949506125,0.06522000163546193
Klebsiella,Urine,dice,0.1,1.0,0.23308764349431552,0.0015197402631500709,2.4184802320918095,0.02250566130830504,5.0,0.0,0.9735050661171218,0.29260432251260954,0.006493113791302544,0.11105515885417742,0.011948768738087425,0.33097929551104394,0.003575590358004443,0.06608237381066204,0.008508095400817577,0.4097457181099503,0.01017924539355344,0.022398226013465704,0.007398768517728966,0.0980408220510541,0.004495795088266181
Klebsiella,Urine,dice,0.2,0.5,0.23559644633904114,0.08455118928789004,3.3724760673433893,0.3179997003055194,13.0,4.521553322083512,0.820897920708442,0.40901302505544324,0.058774068248645395,0.2345728347693444,0.04498083091734798,0.46615162575085795,0.07078124617356898,0.05505380382472386,0.01140065087378235,0.5357403789819897,0.06549465695557247,0.04712125054684152,0.012514284761255831,0.18290461912463313,0.04209289055104075
Klebsiella,Urine,dice,0.2,0.75,0.2871600714797323,0.012455157150466058,3.1212853374391627,0.03635016572514689,9.0,0.0,0.9040649160583307,0.35054502505554125,0.008932134651330432,0.20534874782935847,0.03176368288480376,0.4000388644522303,0.009244244159478955,0.0467351758809407,0.007637892793238044,0.47346581180898595,0.012118183747790116,0.0342098486038559,0.010846629071784871,0.13715680332092597,0.012048912240036902
Klebsiella,Urine,dice,0.2,1.0,0.2745001071162949,0.01269859503525833,3.049527667768763,0.04487205488613793,9.0,0.0,0.9780232203643908,0.3394770695759889,0.006162007238015458,0.1397363300103813,0.005233423038653736,0.38273696833343523,0.009459360350481422,0.04118427133556937,0.00486953285679895,0.4665941256342559,0.006972520138825962,0.015608044829713641,0.002972625802210154,0.12672776274085334,0.0017839702578020858
Klebsiella,Urine,dice,0.30000000000000004,0.5,0.26350850141432736,0.061423224634349294,3.8110331008918394,0.21312345959811405,20.0,2.494438257849294,0.8804453058787814,0.49788720718016055,0.02193830387359759,0.28385127716302566,0.021509782592004225,0.5752048247225852,0.02756334473344573,0.06558965630444995,0.009561087835936352,0.6243572343687968,0.025430266171101338,0.056841434169464876,0.009636127101479366,0.2519428867195544,0.0182214466444705
Klebsiella,Urine,dice,0.30000000000000004,0.75,0.2662341604186668,0.07175896955733599,3.7443371423305756,0.2568554659037169,18.8,2.485513584307633,0.8618694554596253,0.48416127881684057,0.013022975537526961,0.27023049207533273,0.03645159674591841,0.5608908638541734,0.011650096503311422,0.056515200369116655,0.011224076794793873,0.6092366382128512,0.019344483190704226,0.04985868497621559,0.011776306788924589,0.24066454791816022,0.014308964310205011
Klebsiella,Urine,dice,0.30000000000000004,1.0,0.3118066742700888,0.006271697313780778,3.550258629801563,0.013428378119058199,17.0,0.0,0.976959464757076,0.4725559918883958,0.00679490739008235,0.2851475058210217,0.008909474709319019,0.5552618928555016,0.008350468893195738,0.05888799718051986,0.0023701702545275353,0.5926487175922469,0.004880920132394785,0.051257105917968115,0.009474980751737933,0.22972645664948832,0.007791328897219036
Klebsiella,Urine,dice,0.4,0.5,0.2467749193488193,0.058456702037883355,4.319588649241103,0.16138061070262946,24.8,1.3984117975602022,0.8871924462606258,0.5264032308948825,0.01412156001999943,0.22418363293143678,0.029755665152071998,0.5837832968765292,0.018447482931960673,0.05843086989942138,0.008967670209778775,0.6657443726578928,0.013871937701521665,0.051687718984450945,0.010595155246334807,0.28323497589588864,0.011465332547163972
Klebsiella,Urine,dice,0.4,0.75,0.22947284205515928,0.052087400514557826,4.426737066032775,0.12774660568562862,25.1,1.5951314818673863,0.851181588564218,0.5258497284861979,0.016102031292532785,0.20578620104462822,0.03236190709428271,0.5783318842570913,0.01980517644550635,0.057951826483300814,0.008414586070567482,0.6689378021839822,0.018535881066175066,0.048945032403205704,0.009723810655156588,0.28258347445159226,0.012525898323449861
Klebsiella,Urine,dice,0.4,1.0,0.29279535843859866,0.0,4.269212225435634,0.0,22.0,0.0,1.0,0.4906376625279051,0.0,0.18111144103254267,0.0,0.5419355484529743,0.0,0.04446580541445346,0.0,0.6252373067610332,0.0,0.0380641428335262,0.0,0.2598735842919982,0.0
Klebsiella,Urine,jaccard,0.1,0.5,0.15205266363019015,0.0575320215112964,3.5321000998741736,0.46006222103130323,13.3,4.667856991049414,0.7412207049197727,0.41381305511761307,0.057413489182475554,0.23134401652874997,0.047463690836203755,0.4754390012056156,0.0637613793486271,0.05729269508930056,0.015580962897195245,0.5413715231552723,0.06562995254762378,0.05234631736465186,0.019034784878014625,0.1821091516460651,0.04294868187788871
Klebsiella,Urine,jaccard,0.1,0.75,0.16120449822017766,0.04785464937154465,3.851851159320539,0.5821091438406008,14.1,4.748099034818507,0.7505149131076372,0.4166542033648226,0.0557552536233351,0.2142823399164493,0.03691373010164603,0.4730958942154325,0.06012215374793501,0.05238347647702836,0.010152809551231674,0.5511421238319478,0.06862354751348865,0.040437418618492454,0.01553988051737438,0.1808952852247124,0.038964659080837134
Klebsiella,Urine,jaccard,0.1,1.0,0.20914945542348354,0.007361778009812595,3.2057768593226967,0.1701545669454381,8.5,0.5270462766947305,0.8864598745785621,0.3322228801841749,0.007127039817123649,0.1499494985736196,0.01713584498751004,0.3849902835350107,0.003731966320291309,0.03928075413700989,0.006579459817386854,0.4549307297739403,0.011610539013116572,0.028286593108248798,0.018596255025350863,0.11584501071365191,0.008840399912395634
Klebsiella,Urine,jaccard,0.2,0.5,0.19279807320297457,0.04335482706521434,4.3375594748702415,0.3780492776442325,21.2,2.3475755815545347,0.8016364106819678,0.5085385416233669,0.023346260667644933,0.2615126222217697,0.05596769915291257,0.5860734887352095,0.029911908381378156,0.0619798200196419,0.015899137560570868,0.6394941756666126,0.026705128027537318,0.05130416299027296,0.012946319734353876,0.25639608245386325,0.018994430582508354
Klebsiella,Urine,jaccard,0.2,0.75,0.15075412416686032,0.06868280460495323,4.610486857682797,0.33413812203681476,22.3,1.8885620632287057,0.7358113011422011,0.5101990247234423,0.019628961323048384,0.2178183953273381,0.057841897473646105,0.5797395307538736,0.02908494789526962,0.05712598653204539,0.01467097738037186,0.6490506723381679,0.019428511629825958,0.04005389543682507,0.015386849124156181,0.25552298854004324,0.014069701979089107
Klebsiella,Urine,jaccard,0.2,1.0,0.16885523215198556,0.015786481883971634,4.225089386332707,0.14891913157561856,17.9,0.3162277660168379,0.9188529536483363,0.4598885316078481,0.004254542353711941,0.17411252904212043,0.017733607741045432,0.5369106745428682,0.0031096564065342244,0.026687325795163412,0.004274891331307865,0.5878138239686093,0.006133977630578335,0.02582002943441201,0.0034385636973956473,0.21229933219181327,0.0039711228975610625
Klebsiella,Urine,jaccard,0.30000000000000004,0.5,0.16135622971736707,0.043938464817029725,4.997490339174976,0.11887006482336088,27.9,1.1005049346146114,0.874447700610504,0.5407250098525663,0.01478631714580268,0.19369654646244688,0.037056217716245385,0.5974313882875474,0.019645561376546175,0.05265197467362409,0.011645740659737737,0.6831221647646897,0.014479188703145454,0.050560251473159054,0.00962637732668561,0.2941557582014207,0.012631718490761466
Klebsiella,Urine,jaccard,0.30000000000000004,0.75,0.10462250097126942,0.07489053285354827,5.1782126189960325,0.3096183970942365,29.0,1.4142135623730951,0.7033779454255261,0.542972624138204,0.013188084068880293,0.16267308252575058,0.04136364783569144,0.5959718300215334,0.015572972990035662,0.05197552014397901,0.013822306038859455,0.6925719552683194,0.015680264060034196,0.04289546680480837,0.016229668297904322,0.2905076434147209,0.011633574531312548
Klebsiella,Urine,jaccard,0.30000000000000004,1.0,0.1776185838336543,0.008446323321270188,5.301001177370336,0.02381222335266676,27.0,0.0,0.8507091147707546,0.5245661405518266,0.0030570487908139162,0.12416474304458754,0.012102022390390472,0.5797433582059366,0.0031472391237521366,0.03956658590158737,0.0038095417114865572,0.6716104134542824,0.0013658064468388721,0.03545887836731266,0.009419484551253578,0.2733298923611087,0.005221848249842459
Klebsiella,Urine,jaccard,0.4,0.5,0.14642135072786913,0.020540156302311516,5.688449830082767,0.23391056088419787,34.3,1.0593499054713793,0.7831295898390834,0.5820633145664035,0.009491782183814867,0.17922834756805817,0.053382955506570816,0.6391944361859483,0.018148442040046526,0.0635176922301031,0.01500522733265164,0.7322735466638324,0.01168746232365984,0.04580009956810059,0.018125780361333447,0.3246518834836201,0.00801328713114868
Klebsiella,Urine,jaccard,0.4,0.75,0.13250856029136876,0.038085960044063887,5.893634636312463,0.2994480309378213,34.8,1.0327955589886464,0.7228118947438145,0.5801956856463282,0.008706189583760682,0.15888209890642765,0.03498232657322181,0.6351960490628167,0.012484515973782976,0.060782169486624384,0.019099144251142206,0.7347950818702245,0.011754072255596985,0.0430854464678867,0.013981535952680577,0.3190627939313112,0.00639378872489064
Klebsiella,Urine,jaccard,0.4,1.0,0.15067939094230476,0.0,5.702882725962942,0.0,33.0,0.0,1.0,0.5579135694441864,1.3343220141622404e-16,0.1300059434522967,0.0,0.6146008012181257,6.409875621278546e-17,0.02678554235427779,0.0,0.7026030226040867,1.4802973661668753e-16,0.027353024978630448,0.0,0.30830706679037967,3.204937810639273e-17
Klebsiella,Urine,phi,0.1,0.5,0.12792910779014502,0.038208472555845495,5.079547551190762,0.7414404036473591,10.1,1.1972189997378644,0.6401451944644582,0.3864573890993296,0.021664940870042886,0.09274362342708149,0.04272124074439872,0.47117562571429383,0.026521026328190866,0.03648376714723886,0.005344371397819617,0.5194360227746285,0.029752293703060043,0.002127339460447204,0.012481474476147865,0.12443430758396685,0.012497264476149529
Klebsiella,Urine,phi,0.1,0.75,0.10625376965235353,0.036323538676910315,4.752481414611744,0.8313332953821523,7.9,1.9119507199599983,0.6865951343559475,0.35821566441845654,0.03130428431306555,0.10643185214475766,0.028251439744280047,0.42883015168809163,0.04200647437133407,0.05093994605772215,0.013573739223704872,0.48572713129203765,0.03652210306063457,0.02359698555204252,0.014772649418002113,0.11758588798404648,0.01461183969310065
Klebsiella,Urine,phi,0.1,1.0,0.09708579911675812,0.00032525633552975443,4.58306683193682,0.02059127041111297,7.0,0.0,0.9312999985278541,0.33390159564552924,0.0032729110896429904,0.03518660406894104,0.011053221553954391,0.3932311615373779,0.008185014298351969,0.05342141151963674,0.0012888009704671178,0.46596227775962484,0.0005465163830464544,0.006274619590636592,0.00973738918904787,0.09849112026821981,0.002084155460348823
Klebsiella,Urine,phi,0.2,0.5,0.15726334233770822,0.01026101063720677,6.409122051332569,0.36597614371060505,14.2,0.9189365834726816,0.7383983455869074,0.425923807910973,0.010690793232506535,0.06459292484796851,0.022584209054596557,0.4972075593251442,0.014335629400088708,0.03162137586753733,0.004807999855570667,0.5814295727963914,0.012783833187627961,0.003683801105885399,0.0083341213870532,0.14729903664957708,0.011151831843527723
Klebsiella,Urine,phi,0.2,0.75,0.10114542273773688,0.023618636689230428,4.600400839704291,0.8660959501980553,9.2,1.7511900715418263,0.7427529970931877,0.3498990726570581,0.02756887434042895,0.05432121323883832,0.010257521401880009,0.4248411480727838,0.025738331350909138,0.02440723696463681,0.009700697429224433,0.49031254918976924,0.03930183671955654,-0.016212357622437445,0.007320532273283535,0.08773902853105087,0.01720930099524079
Klebsiella,Urine,phi,0.2,1.0,0.10231758499759847,0.014112453902018974,4.684240654865315,0.47643774846422876,8.9,0.3162277660168377,0.7685628543106611,0.3459010258924827,0.009325521982027093,0.056624884067098744,0.010348404181041137,0.4206976994107191,0.00718062262613816,0.02502384833669048,0.006540674341932246,0.48658576710352114,0.012193211291193884,-0.01145087992232582,0.005806874065839947,0.08352469742619509,0.01218350484177381
Klebsiella,Urine,phi,0.30000000000000004,0.5,0.12000866208439628,0.03757793610481034,8.518411514237926,0.9612216577105516,23.7,2.002775851439974,0.790668319616871,0.5027486653798351,0.017694913763400356,0.05572919081722348,0.01887308952048523,0.5496819734949859,0.0170993359713257,0.04430573625032149,0.012921362307876633,0.6695149478151478,0.02222620984326082,0.010957751382006277,0.006174331900692829,0.2334603140176005,0.013705923672070425
Klebsiella,Urine,phi,0.30000000000000004,0.75,0.12184723456194273,0.026111083839847577,8.386535867545115,1.0092522737464582,23.4,2.0655911179772892,0.7947496402326507,0.5012413643594187,0.02031682485974578,0.0673569590377527,0.02243312148168329,0.552694047236886,0.016840835555639092,0.03953436068467198,0.010862164122072838,0.664105174719621,0.026432549171970125,0.011174018874146829,0.002505606938842585,0.23263693433501506,0.015972089450053018
Klebsiella,Urine,phi,0.30000000000000004,1.0,0.08519828996548813,0.0065760801064020935,7.1230597791729195,0.09278661328704278,21.5,0.5270462766947299,0.8299838620790487,0.4814639216087045,0.0027014196239103453,0.08028590868566643,0.016405642264336467,0.5389252276234936,0.003523845213822923,0.0383180696884533,0.003077429373490998,0.6396832780651532,0.006140859295027746,0.00653421717670165,0.008958948296939523,0.2130434736519838,0.002830601867638534
Klebsiella,Urine,phi,0.4,0.5,0.12869813503019167,0.0,12.743672659952935,0.0,39.0,0.0,1.0,0.5808578633554484,5.233641528945917e-17,0.01518308839410929,0.0,0.5857198022881763,7.401486830834377e-17,0.09201851748563779,0.0,0.7833896987922417,1.5258555995074125e-16,0.005322059722952455,0.0,0.3059534771736629,1.850371707708594e-17
Klebsiella,Urine,phi,0.4,0.75,0.12869813503019167,0.0,12.743672659952935,0.0,39.0,0.0,1.0,0.5808578633554484,5.233641528945917e-17,0.01518308839410929,0.0,0.5857198022881763,7.401486830834377e-17,0.09201851748563779,0.0,0.7833896987922417,1.3846913936850747e-16,0.005322059722952455,0.0,0.30595347717366284,2.6168207644729584e-17
Klebsiella,Urine,phi,0.4,1.0,0.12869813503019167,0.0,12.743672659952935,0.0,39.0,0.0,1.0,0.5808578633554484,5.233641528945917e-17,0.01518308839410929,0.0,0.5857198022881763,7.401486830834377e-17,0.09201851748563779,0.0,0.7833896987922417,1.3846913936850747e-16,0.005322059722952455,0.0,0.30595347717366284,2.6168207644729584e-17
Proteus,Blood Culture,cosine,0.1,0.5,0.13341250130133397,0.0939557205996825,2.1978996152313597,0.18993367856526097,9.2,1.3984117975602022,0.6802364163003813,0.3579610521628178,0.03682755968564441,0.23477888232215388,0.04463913567823084,0.4376051630051137,0.03674668456490156,0.042844126782797934,0.011877644866674942,0.4594690373267184,0.03705910330273468,0.061918329069454825,0.03835473699355592,0.14297296110198784,0.04711940474100831
Proteus,Blood Culture,cosine,0.1,0.75,0.19070363169731486,0.028045570138177794,2.151268906295463,0.08249985593617344,6.3,1.5670212364724214,0.9162347175740125,0.32398243103547114,0.02084830186740576,0.25788934482572845,0.023191212007122933,0.4042746074291875,0.02292260568143412,0.044849891673635595,0.002670678823751594,0.41483908240839745,0.026815818587053376,0.08621540479904258,0.024772063282082764,0.12254805281118633,0.016956266979363095
Proteus,Blood Culture,cosine,0.1,1.0,0.15360637199277188,0.022351885729233995,2.0944918895324376,0.1391700587850006,4.3,0.4830458915396478,0.9135495623062134,0.298318594287306,0.006831885423533733,0.1041700373707197,0.003046277592648104,0.33901491668005845,0.0031660522141509135,0.06838816643044547,0.003461958353846427,0.3956637418102999,0.02046729309440587,0.12023015776414056,0.0223367656313332,0.1278287418638951,0.007682824928246313
Proteus,Blood Culture,cosine,0.2,0.5,0.22321167666857278,0.09140466133162993,2.588825176225657,0.18212325413519587,11.0,1.8856180831641267,0.7706831924286295,0.39098348327723487,0.029469396471107686,0.21957440014127488,0.034075492845533656,0.46839436445152394,0.03016777011714147,0.042995416082881,0.00807951092204487,0.5064486904066342,0.0305022114111362,0.06107378051425806,0.024480143504231448,0.15961899259707985,0.03731761717131699
Proteus,Blood Culture,cosine,0.2,0.75,0.22597928437839357,0.038376792178261135,2.330823347000938,0.1725048890650489,6.5,1.4337208778404378,0.8689261124663258,0.31090881646628854,0.019189277507042336,0.19504865894997778,0.025323741919169244,0.3814634310657606,0.020017979675440077,0.03539056138596182,0.008604581336154203,0.41156687077559806,0.031106821359271633,0.05346135889473824,0.013676279111706312,0.10614346278773726,0.02326202313638445
Proteus,Blood Culture,cosine,0.2,1.0,0.2131089278092609,0.0031231630632390754,2.302841682317255,0.0053514955653201765,5.0,0.0,0.9766263274620769,0.30221699057835616,0.001476749230131811,0.0848569168601141,0.0008896402123982209,0.342959706084519,0.0007363986504551329,0.05808143174223017,0.00029563563433085736,0.41274088140086407,0.000514559417307838,0.07824133315685503,0.0032578760450448436,0.11410908730884932,0.00350001956024048
Proteus,Blood Culture,cosine,0.30000000000000004,0.5,0.27450815494484854,0.059130787776382,2.8391639379640146,0.20268823449689924,12.9,2.726414006223804,0.8154855050716996,0.4178429989348052,0.039710336809724904,0.17420772597643158,0.028144359851725694,0.46682435766942587,0.04964135244646154,0.051468908977901406,0.008946604223774373,0.5407886267526818,0.0480956595796095,0.07456724045997587,0.016385032510528443,0.20493413644301572,0.020921431731094134
Proteus,Blood Culture,cosine,0.30000000000000004,0.75,0.30167179416850176,0.009614925987765338,2.728341012073635,0.10504807572410298,10.2,0.6324555320336757,0.9609986588515795,0.37828290399392106,0.014287538986262173,0.1460356986766691,0.008369200498454353,0.41704529587840017,0.01614393106963774,0.04458370877670097,0.006998024552549903,0.49320005435760195,0.021597431326605493,0.07003363738501683,0.0027491964614123764,0.1862976449578673,0.0026846237824288753
Proteus,Blood Culture,cosine,0.30000000000000004,1.0,0.29988211911274015,0.0,2.9552565531884416,0.0,11.0,0.0,1.0,0.4070396284355776,0.0,0.15315055101315322,0.0,0.46427360463673795,0.0,0.05898941234168999,0.0,0.5283280756959242,0.0,0.09003011246082307,0.0,0.18808772255395514,2.2662332591841973e-17
Proteus,Blood Culture,cosine,0.4,0.5,0.31382094793628934,0.024969656849158875,3.132718411703569,0.23661554350799005,16.8,2.043961295567453,0.841703178954716,0.4609163854480577,0.02938061295819218,0.18549307671055906,0.0304672923962254,0.5112524622133702,0.03930824652191511,0.059289482744316224,0.011829683953913499,0.596194738153371,0.033950277895327174,0.07523965683779504,0.013644276479609483,0.2302091717423273,0.01665093007140327
Proteus,Blood Culture,cosine,0.4,0.75,0.3467497816224239,0.025120633020141964,3.1047057693581364,0.18150740027680443,16.1,1.4491376746189437,0.9138596374237355,0.45945904469703286,0.02746184453329486,0.2139596525602851,0.04367232348063894,0.5200201655447344,0.04513401086916431,0.06441240818066468,0.009976439994612231,0.5950441601215437,0.03173221390642979,0.06976982426847124,0.007714981417594278,0.2181177699499833,0.009524899867605035
Proteus,Blood Culture,cosine,0.4,1.0,0.3267566360642614,0.0,3.1943446008333867,0.0,15.0,0.0,1.0,0.4536121566030228,0.0,0.20431755188498543,0.0,0.491699145075021,0.0,0.0848382192612824,0.0,0.6004807798695978,0.0,0.07776465149725204,0.0,0.2197003371089244,3.204937810639273e-17
Proteus,Blood Culture,dice,0.1,0.5,0.222624648634755,0.07559110954527173,3.3374611285778357,0.20167705897934363,12.6,1.5055453054181618,0.8002119681565955,0.40464233278933914,0.022934497647226295,0.17560274383069033,0.033788143840758504,0.4646110300813631,0.01869675553376617,0.050109567678237196,0.012313225488300389,0.5355974220088882,0.026244737562292404,0.05356011085881544,0.020793924915803886,0.1700668498712498,0.03587467378207746
Proteus,Blood Culture,dice,0.1,0.75,0.18835602434969326,0.04473013678599964,2.8264683961770802,0.3763873608793094,6.8,2.3475755815545347,0.8438533010172227,0.31539419403638697,0.04391214625767502,0.13228164866602857,0.029971610814490054,0.36751590928800115,0.04539872913514954,0.05170030548576797,0.005105039820454456,0.43665832135291893,0.05770255514197144,0.048865363788530215,0.009412725685409963,0.10158697569606337,0.02590419412969041
Proteus,Blood Culture,dice,0.1,1.0,0.1749932385795201,0.011028540590359398,2.359588927086505,0.1461180615914491,5.1,0.31622776601683783,0.9456702848595755,0.2882357401850725,0.0035066397799754733,0.06465024682432088,0.002013816059793401,0.31876285513675795,0.007202833096451861,0.052971370879501614,0.003101748719846466,0.3986128110123224,0.0045379553074905024,0.03830211653258111,0.0038262966931165523,0.11053919746372051,0.0015646409065209032
Proteus,Blood Culture,dice,0.2,0.5,0.24888971212480682,0.05624696509882946,3.4691216521811725,0.39771529961459273,12.6,3.3065591380365986,0.7974562665040548,0.4159095129976643,0.06138642004065428,0.17616266686303567,0.043479397860202496,0.47199644334104224,0.06866596127301433,0.059693506248006636,0.018077163303338927,0.5486665710146785,0.0728586912691268,0.06561731773279808,0.01481408816336692,0.18281317196493424,0.042034253641227697
Proteus,Blood Culture,dice,0.2,0.75,0.2592341404098888,0.038542871763957307,3.1837403665436392,0.4053385467778259,8.7,2.057506581601462,0.8189609263861859,0.3584085968602045,0.05868683925771234,0.16825490843895158,0.05135837129507752,0.4169758999153837,0.07339178223143185,0.05201595948797179,0.018994282656279546,0.481178040596485,0.07176239395325305,0.0560543770985521,0.011935016361847812,0.13614870215665115,0.02875752589183863
Proteus,Blood Culture,dice,0.2,1.0,0.2816159499327823,0.0021847062614135607,3.216641737491551,0.022141790837359884,8.0,0.0,0.9636589766661798,0.32550484761640297,0.0016864794039146284,0.0693187270491588,0.0031740713958003635,0.366814231257371,0.0023371498638009203,0.026747533381935352,0.000995197310866076,0.4429961791932618,0.001632209741822429,0.04724753180325376,0.0008334656319006413,0.12754035520628992,0.0011081684934846712
Proteus,Blood Culture,dice,0.30000000000000004,0.5,0.31798691981144,0.03766535803478857,3.8834185833375634,0.28059218469182157,16.9,1.2866839377079191,0.8271295024864818,0.46421040155719007,0.017042246862348728,0.19369877278528563,0.033770396740826734,0.5198259808725986,0.023067816273263205,0.06384924943903442,0.015614124805470732,0.6083894011568023,0.02002854043322437,0.06461517781516761,0.014796337140745063,0.21635615610896522,0.01684446501586295
