,,,,,silhouette,silhouette,ics_score,ics_score,n_clusters,n_clusters,stability,hierarchical_score,hierarchical_score,external_ARI_broad,external_ARI_broad,external_NMI_broad,external_NMI_broad,external_ARI_fine,external_ARI_fine,external_NMI_fine,external_NMI_fine,external_ARI_who,external_ARI_who,external_NMI_who,external_NMI_who
,,,,,mean,std,mean,std,mean,std,mean,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
genus,material,metric,tau,gamma,,,,,,,,,,,,,,,,,,,,,
Escherichia,Blood Culture,phi,0.30000000000000004,0.5,0.19418213323713895,0.0,9.298538029257157,0.0,24.0,0.0,1.0,0.49267993835794643,4.5324665183683945e-17,0.01896982849791526,0.0,0.513663465446496,8.275113844157577e-17,0.031003105759276412,0.0,0.6703517404216119,5.233641528945917e-17,0.009371513573819264,0.0,0.23480067518450948,3.583229404124382e-17
Escherichia,Blood Culture,phi,0.30000000000000004,0.75,0.1424697236064777,0.0,7.530756319205592,0.0,21.0,0.0,1.0,0.4592459500147525,0.0,0.00791620894095548,0.0,0.4687613123108442,5.551115123125783e-17,0.015385006773473426,0.0,0.6193104230699397,0.0,0.019283717495648504,0.0,0.23631129031174486,2.925694557147251e-17
Escherichia,Blood Culture,phi,0.30000000000000004,1.0,0.1424697236064777,0.0,7.530756319205592,0.0,21.0,0.0,1.0,0.4592459500147525,0.0,0.00791620894095548,0.0,0.4687613123108442,5.233641528945917e-17,0.015385006773473426,0.0,0.6193104230699397,0.0,0.019283717495648504,0.0,0.23631129031174486,2.0687784610393942e-17
Escherichia,Blood Culture,phi,0.4,0.5,0.22643740453232547,0.0,13.116421961568625,0.0,36.0,0.0,1.0,0.5585636312137898,0.0,-0.010619634982184663,0.0,0.5480903542022968,3.700743415417188e-17,0.03179046179716685,0.0,0.7526947011655146,1.0467283057891834e-16,0.009260549416392459,0.0,0.31019548162298327,2.6168207644729584e-17
Escherichia,Blood Culture,phi,0.4,0.75,0.2062540182016503,0.0,12.373961752869723,0.0,35.0,0.0,1.0,0.5504054301398075,0.0,-0.00933213436108112,0.0,0.5443122694004493,0.0,0.02557162191039248,0.0,0.7409464498269899,0.0,0.007494566439331485,0.0,0.3024438979629224,0.0
Escherichia,Blood Culture,phi,0.4,1.0,0.2062540182016503,0.0,12.373961752869723,0.0,35.0,0.0,1.0,0.5504054301398075,0.0,-0.00933213436108112,0.0,0.5443122694004493,0.0,0.02557162191039248,0.0,0.7409464498269899,0.0,0.007494566439331485,0.0,0.3024438979629224,0.0
Escherichia,Urine,cosine,0.1,0.5,0.08169097414474664,0.12522889418494604,2.1758665343356327,0.21983160439117846,11.1,1.852925614624973,0.6321451562572151,0.3966271627036059,0.0448682121385175,0.290126925045341,0.055712261635455895,0.5044765954116852,0.055733114286960754,0.044880906605485306,0.0182269441020357,0.4923272490283904,0.054099646230528736,0.032168038043757965,0.036302632424192106,0.16117761489581373,0.034452676767160004
Escherichia,Urine,cosine,0.1,0.75,0.09614939050188374,0.1318990529158257,2.4940022350965436,0.168561789791252,12.1,1.286683937707919,0.6656647346888552,0.42339537004607253,0.02466595849282494,0.3214938003936704,0.04729835649977601,0.5213651407909984,0.033894827634128474,0.06431780170208104,0.0132999259007535,0.5383907365710024,0.030584029140254848,0.04776418733199716,0.01463766342010262,0.17209844393457352,0.022006615068808733
Escherichia,Urine,cosine,0.1,1.0,0.21308440302198228,0.00010461653417040332,2.0750297724286444,0.0025701308601008147,4.0,0.0,0.9854809676500281,0.305846555425656,0.003682145819854087,0.2351484463784767,0.0021776318077331744,0.38942261079084034,0.002086718948511092,0.07148769992545922,0.0046305139588832854,0.4057005442005833,0.008352550135256412,0.028628263202455363,0.0037926142759533345,0.0891318483605684,0.0032238048343494596
Escherichia,Urine,cosine,0.2,0.5,0.15029719966508892,0.08689170758069724,2.453016148085738,0.14648379855037802,12.6,0.8432740427115679,0.6744503016359361,0.4188578603633048,0.030614338586270575,0.30043049246705017,0.05615348289645536,0.5178937274147598,0.04004543484917597,0.04931157443638282,0.01900724849804857,0.5236481288314764,0.03429498818211167,0.04121440669739461,0.03122686547413168,0.1801016353542877,0.030285937949328722
Escherichia,Urine,cosine,0.2,0.75,0.1779710924769224,0.06439505918335353,2.6146401457219555,0.335136460357214,11.0,4.216370213557839,0.7260845136592208,0.39759792874621247,0.06528968600584738,0.29369539770729547,0.060882479874383846,0.4865601015848065,0.08286525923625072,0.06866040631585899,0.010306448777216605,0.5207692325280964,0.07063479830516087,0.03962762639411221,0.015433560258434089,0.14440735086510642,0.0424422600117741
Escherichia,Urine,cosine,0.2,1.0,0.20756120258599528,0.0,2.135121507160262,0.0,5.0,0.0,1.0,0.3236274345460782,0.0,0.2332517836571915,0.0,0.3910703288302526,0.0,0.08100018051325172,0.0,0.4343646610668507,0.0,0.038807000246487554,0.0,0.10853490490087384,0.0
Escherichia,Urine,cosine,0.30000000000000004,0.5,0.22858718335265374,0.03870137998542073,2.8675239992876453,0.34195119565186444,15.0,3.5276684147527875,0.7442005420697544,0.4564588923911188,0.040793610600146385,0.2627175129266678,0.06570114492766795,0.5376819459591892,0.054111774876949674,0.07623555282051801,0.012130688835685235,0.5843377394276142,0.04200129944784128,0.05443131082546667,0.01607591145872076,0.20473070944105443,0.03082057385975117
Escherichia,Urine,cosine,0.30000000000000004,0.75,0.22967689597937485,0.057408738186890546,3.163039702977069,0.2285561591072067,16.5,2.5495097567963927,0.7840246787520319,0.46329005538667617,0.030624360397052304,0.25555138688975454,0.03905599449733311,0.5401628343147171,0.03622727172451684,0.06960421245014961,0.011730081768566068,0.5979974533429882,0.03301031943433041,0.036047984313123914,0.009501923774298513,0.20680741251688572,0.02810747208420674
Escherichia,Urine,cosine,0.30000000000000004,1.0,0.24413161142652667,0.0,2.6615378097277724,0.0,11.0,0.0,1.0,0.4036939785724343,0.0,0.2269293506553603,0.0,0.4677723966096319,3.204937810639273e-17,0.08344394145826924,0.0,0.5364913989644465,0.0,0.024771299182022654,0.0,0.1625523333458871,1.6024689053196365e-17
Escherichia,Urine,cosine,0.4,0.5,0.24277135011994994,0.046726998878890556,3.2626218560502744,0.15350832441276505,21.9,1.4491376746189435,0.8475296118467817,0.48925226792234133,0.021965020676418125,0.25626447863926766,0.04051419171692654,0.5626983378375265,0.030870565601995067,0.05820094331517175,0.014893476571036861,0.6262985207023956,0.02165405792320423,0.03444035731552201,0.017586294467495683,0.23307786096708366,0.020799279952516236
Escherichia,Urine,cosine,0.4,0.75,0.2137881091499218,0.062248632075604826,3.3697227391419204,0.15975990875496623,21.9,1.7919573407620824,0.7538129376612142,0.4850577975789193,0.016714521812169352,0.22279865727482812,0.04889496103281608,0.5516269100191162,0.022044435606172186,0.05744033556531034,0.017381982677960612,0.6275873440934568,0.02078604439613977,0.028137591607537066,0.011020836539811727,0.22844928978600562,0.0166736274984504
Escherichia,Urine,cosine,0.4,1.0,0.25113526503108646,0.029936520191592264,3.1302082777693405,0.09340106000522576,19.2,0.4216370213557841,0.883209213691849,0.45934497775130634,0.004049183310000272,0.19292150957080256,0.03264297367567306,0.5212892137341437,0.007043940061196751,0.06074705155997649,0.006347347009274196,0.5944063905643302,0.009280895064949122,0.02985770516471873,0.006551065789023195,0.21731885801777068,0.004494021396883105
Escherichia,Urine,dice,0.1,0.5,0.19040737877493338,0.07171792059201146,2.9430330918394105,0.39789018454950886,10.9,4.175324338699131,0.7487209676090267,0.39288063176531374,0.06460265302529816,0.2702077730485765,0.04844752635301984,0.475743460762539,0.0766995543085134,0.0645500914243073,0.01311893552404434,0.5108427457579693,0.06606991035510347,0.04180262770426709,0.01540052215802844,0.1527349841112143,0.05226838497513256
Escherichia,Urine,dice,0.1,0.75,0.17514217583132946,0.11795485114822767,2.976685773583327,0.5085744109876508,10.5,4.813176359397884,0.6725151075757053,0.37975319849362416,0.06974537949897751,0.24975571671486999,0.04683988703017681,0.4546994171144578,0.08138765156051617,0.0600844549326644,0.014727721459068003,0.4988668429180305,0.07776215689177571,0.03413508722917525,0.017191615735396275,0.1459887873069154,0.05139144045117974
Escherichia,Urine,dice,0.1,1.0,0.2095467309661903,0.006631872561301225,2.403059709827443,0.08633355870570819,5.1,0.316227766016838,0.9399020567351144,0.3082398996329105,0.0006669509143330901,0.15458907583947168,0.028614521653871426,0.36639895470221373,0.004825702132640869,0.06750882259888612,0.003549938827838955,0.4207725897133835,0.007760525649798572,0.02747383862506201,0.0006509134164028595,0.10003725778964326,0.003298495685980278
Escherichia,Urine,dice,0.2,0.5,0.2460380253279642,0.08043580907524701,3.3919425637721297,0.4002695306136256,13.3,3.8311588035185618,0.7832035574989706,0.4131773012261184,0.06840275419053564,0.23806447383008758,0.0562629818550562,0.4795989101043413,0.08617581972991788,0.06087305027878692,0.01521473486561202,0.543987194068694,0.07063853966934454,0.03232185025256471,0.01877883387569743,0.17234250189112818,0.04935825674856203
